Name,Number,Address,Dissolved On,Company Type,Incorporated On,Nature of Business
SUN TOP PREMIER INDUSTRY LTD,06696804,"Chase Busniess Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,15 September 2008,99999 - Dormant Company
FRANK MAGNET (UK) LIMITED,08220803,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,31 May 2016,Private limited Company,19 September 2012,99999 - Dormant Company
EASTERN WORLDWIDE CURRENCIES LTD.,08752722,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,29 October 2013,99999 - Dormant Company
"SHANGHAI BAI YUN SAN HE SENSITIVE MATERIALS CO., LTD.",08752765,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,29 October 2013,99999 - Dormant Company
AZ DEVELOPMENT (HK) LTD,08746967,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,24 October 2013,99999 - Dormant Company
ART SUN INTERNATIONAL LTD,08723553,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,8 October 2013,99999 - Dormant Company
"PINGYANG HUAXIANG CRAFT CO., LTD.",08723657,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,8 October 2013,99999 - Dormant Company
"GUANYU INTERNATIONAL CO., LTD",08266738,"35 Ivor Place, Downstairs Office, London, United Kingdom, NW1 6EA",Active,Private limited Company,24 October 2012,99999 - Dormant Company
ENJOYWARM LIMITED,09792333,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,23 September 2015,99999 - Dormant Company
JOYWIN LTD,09792335,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,23 September 2015,99999 - Dormant Company
BLUE DRAGON TRADING LTD,09310006,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,13 November 2014,99999 - Dormant Company
LONDO WATCH INDUSTRIAL LIMITED,08094762,"14 Wells View Drive, London, England, BR2 9UL",Active,Private limited Company,6 June 2012,99999 - Dormant Company
ZEMALIA GLOBAL UK LIMITED,08674516,"Rm 101, Maple House 118 High Street, Purley, London, CR8 2AD",Active,Private limited Company,3 September 2013,99999 - Dormant Company
CHSTOY INTERNATIONAL LIMITED,09799733,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,29 September 2015,99999 - Dormant Company
B & F INTERNATIONAL LTD,06400888,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,16 October 2007,99999 - Dormant Company
"UK VEOLIA CHEMICAL CO., LTD",08695459,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,18 September 2013,99999 - Dormant Company
"SINOCELL RESOURCES CO., LIMITED",08729158,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,11 October 2013,99999 - Dormant Company
"ZHEJIANG VALLEY TRADE CO., LTD.",09802827,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,30 September 2015,99999 - Dormant Company
"ACE INTERNATIONAL CO., LTD",08709392,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,27 September 2013,99999 - Dormant Company
PEGASUS 1896 INTERNATIONAL INDUSTRIAL LIMITED,09261240,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,13 October 2014,99999 - Dormant Company
"PROMAX SPORTS CO., LIMITED",08199627,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,27 December 2016,Private limited Company,3 September 2012,99999 - Dormant Company
"BABY FASHION CO., LIMITED",07362591,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,1 September 2010,99999 - Dormant Company
KAKIM INTERNATIONAL LTD,08734751,"Chase Business Centre, 39/41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,16 October 2013,99999 - Dormant Company
"GOOD HELPER TOOLS CO., LTD",08707414,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,26 September 2013,99999 - Dormant Company
EUROPEAN CHINESE TELEVISION LIMITED,09201250,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,3 September 2014,99999 - Dormant Company
"SKYNETICS INDUSTRIAL CO., LTD",09818171,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,9 October 2015,99999 - Dormant Company
"YUXING FURNITURE CO., LIMITED",09818229,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,9 October 2015,99999 - Dormant Company
BARONY HOTELS WORLDWIDE LIMITED,04565655,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,17 October 2002,99999 - Dormant Company
TJ AIER INTERNATIONAL INDUSTRIAL LTD,08740314,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,21 October 2013,99999 - Dormant Company
SANDTIN LIMITED,05966275,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,13 October 2006,99999 - Dormant Company
"ZHEJIANG GREATMAN INDUSTRIES CO., LIMITED",08741103,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,21 October 2013,99999 - Dormant Company
SEA FORTUNE SAFETY PRODUCT LTD,09267545,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,16 October 2014,99999 - Dormant Company
"NEWTECH INDUSTRY AND COMMERCE CO., LTD.",08725064,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,9 October 2013,99999 - Dormant Company
"KODA INDUSTRY CO., LTD",08763879,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,6 November 2013,99999 - Dormant Company
"SHANGHAI LIFEWELL NONWOVENS CO., LTD",08731321,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,14 October 2013,99999 - Dormant Company
HONSBURG (UK) LIMITED,09822249,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,13 October 2015,99999 - Dormant Company
TIANXIN INTERNATIONAL TRADE LTD,08633939,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,1 August 2013,99999 - Dormant Company
"HUAGUAN SANITARY WARE CO., LTD",09822352,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,13 October 2015,99999 - Dormant Company
"SML MATERIALS CO., LTD.",09822422,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,13 October 2015,99999 - Dormant Company
"SEA BREEZE CO., LTD",09822460,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,13 October 2015,99999 - Dormant Company
ECOLIFE PLUS INTERNATIONAL TRADING LTD,09822512,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,13 October 2015,99999 - Dormant Company
"YIWU Z.X. GROUP CO., LTD",08734056,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,16 October 2013,99999 - Dormant Company
"GLZON EQUIPMENT CO., LTD",09290427,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,31 October 2014,99999 - Dormant Company
"SEGURO INDUSTRIAL CO., LTD.",08788764,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,25 November 2013,99999 - Dormant Company
"NARUTO ANIME DRESS CO., LTD",08784809,"Chase Business Centre, 39/41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,21 November 2013,99999 - Dormant Company
"CUSTOM INDUSTRY SERVICES CO., LTD",08781465,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,19 November 2013,99999 - Dormant Company
"WENZHOU BEYONDHARDWARE CO., LTD.",08748316,"Chase Business Centre, 39/41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,25 October 2013,99999 - Dormant Company
"U.K. VAST STATE CO., LTD",09265695,"61 Praed Street, London, W2 1NS",Active,Private limited Company,15 October 2014,99999 - Dormant Company
AL TRANSFO DESIGN GROUP LTD,08773068,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,13 November 2013,99999 - Dormant Company
"RETON RING MESH CO., LTD",08765554,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,7 November 2013,99999 - Dormant Company
"BEST FORTUNE APPLIANCE CO., LTD",08769582,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,11 November 2013,99999 - Dormant Company
"TYGOO INDUSTRY CO., LTD",08788858,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,25 November 2013,99999 - Dormant Company
AMAMDA (UK) LIMITED,08709251,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 September 2013,99999 - Dormant Company
REVOCELL LTD,09827202,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,16 October 2015,99999 - Dormant Company
"HAOTIAN INTERNATIONAL TRADE CO., LIMITED",08790575,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,26 November 2013,99999 - Dormant Company
"EN GLEIS WOOD INDUSTRIAL CO., LTD",08729051,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,11 October 2013,99999 - Dormant Company
RESOLAR CONSULTING CORPORATION LTD.,07449857,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,14 February 2017,Private limited Company,24 November 2010,99999 - Dormant Company
FANCY-YARD LTD,08743424,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,22 October 2013,99999 - Dormant Company
"EICMATION PIPESYSTEM CO., LTD",09271633,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,20 October 2014,99999 - Dormant Company
"SHANDONG DINGLONG IMPORT & EXPORT CO., LTD.",09829331,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,19 October 2015,99999 - Dormant Company
"HENGYU TRADE CO., LTD",08788737,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,25 November 2013,99999 - Dormant Company
"JIANGSU POWDER METALLURGY CO., LTD",08765519,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,7 November 2013,99999 - Dormant Company
"YOUNGLEE METAL PRODUCTS CO., LTD",07849912,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,16 November 2011,99999 - Dormant Company
LIMMON LIMITED,09261729,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,13 October 2014,99999 - Dormant Company
"JINHU JEELY SPORT PRODUCTS CO., LTD",08740922,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,21 October 2013,99999 - Dormant Company
"HOMECARE MEDICAL CO., LTD",08750837,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,28 October 2013,99999 - Dormant Company
"CHINA DECOR BOX CO., LTD",09834286,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,21 October 2015,99999 - Dormant Company
"LONGSHENG AQUATIC PRODUCTS CO., LTD",08773759,"Unit 46 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,13 November 2013,99999 - Dormant Company
DUCA BUSINESS TRAVEL LIMITED,09835944,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,21 October 2015,99999 - Dormant Company
"YU TONG INTERNATIONAL TRADE (BEIJING) CO., LTD",09220210,"The Business Resource Network, 53 Whateleys Drive, Kenilworth, United Kingdom, CV8 2GY",Active,Private limited Company,16 September 2014,99999 - Dormant Company
WEMAKE CHEMICAL LTD,08784813,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,21 November 2013,99999 - Dormant Company
"FAMILY INN UNION HOTEL INVESTMENT MANAGEMENT CO., LTD.",09265416,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,15 October 2014,99999 - Dormant Company
GEOVIC INDUSTRIAL HOLDINGS LIMITED,08693148,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,17 September 2013,99999 - Dormant Company
NOVATECH BIOPHARMA LTD,07792168,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,29 September 2011,99999 - Dormant Company
"DECAB TECHNOLOGY CO., LTD",09258633,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,10 October 2014,99999 - Dormant Company
"DEHUA INTERNATIONAL SHIPPING CO., LTD",08665102,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 August 2013,99999 - Dormant Company
"SHARPBIKE ELECTRIC BICYCLE CO., LTD",09838516,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,23 October 2015,99999 - Dormant Company
"BERNAL INTERNATIONAL TRADE CO., LTD",08773021,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,13 November 2013,99999 - Dormant Company
DABU HOSIERY LTD,08199551,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,3 September 2012,99999 - Dormant Company
"SKYTOWER INTERNATIONAL CO., LIMITED",07116146,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,5 January 2010,99999 - Dormant Company
"WNET TECHNOLOGY CO., LIMITED",09840101,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,26 October 2015,99999 - Dormant Company
"STELLAX CO., LTD",08754341,"Unit 46 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,30 October 2013,99999 - Dormant Company
"HANGZHOU DOCTOR TOOLS CO., LTD",08748321,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,25 October 2013,99999 - Dormant Company
SHINTAI METAL INDUSTRY LIMITED,09842772,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,27 October 2015,99999 - Dormant Company
WINSET TRADING LTD,09842789,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 October 2015,99999 - Dormant Company
"FAR EAST ASIA CO., LTD",09842793,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 October 2015,99999 - Dormant Company
"MIRACALL TECHNOLOGY CO.,(U.K) LTD.",07051227,"Rm 101, Maple House 118 High Street, Purley, London, England, CR8 2AD",Active,Private limited Company,21 October 2009,99999 - Dormant Company
"SINOLAND INTERNATIONAL CO., LIMITED",08252995,"Rm 101, Maple House, 118 High Street, Purley, Surrey, CR8 2AD",Active,Private limited Company,15 October 2012,99999 - Dormant Company
